epoch,train_loss,val_loss,learning_rate,train_time,val_time,head,torso,tailBase
0,,0.008881926536560059,9.999999747378752e-05,,,,,
0,0.004178724251687527,0.003997316583991051,9.999999747378752e-05,,,0.004489418119192123,0.0039503988809883595,0.0040963562205433846
1,0.0028602657839655876,0.002390033332630992,9.999999747378752e-05,44.6148681640625,0.05695486068725586,0.004301665350794792,0.00034097128082066774,0.003938160836696625
2,0.0022303315345197916,0.0017049756133928895,9.999999747378752e-05,45.29551315307617,0.04335212707519531,0.0029834150336682796,0.000472675368655473,0.003234904259443283
3,0.0013935011811554432,0.0014571850188076496,9.999999747378752e-05,46.982574462890625,0.07708477973937988,0.002120501594617963,0.00021241427748464048,0.0018475878750905395
4,0.000640127167571336,0.001152290147729218,9.999999747378752e-05,47.11372375488281,0.06433415412902832,0.0007318905554711819,0.0003612108703237027,0.0008272802224382758
5,0.0006287188734859228,0.0013297636760398746,9.999999747378752e-05,46.680763244628906,0.04719376564025879,0.0006752842455171049,0.0002238463202957064,0.0009870261419564486
6,0.00023451074957847595,0.001288122613914311,9.999999747378752e-05,46.98618698120117,0.04937100410461426,0.0003142209316138178,6.712252070428804e-05,0.0003221888036932796
7,0.00019682680431287736,0.001263511017896235,9.999999747378752e-05,46.94314193725586,0.06157183647155762,0.00020461290841922164,0.00016637703811284155,0.00021949049551039934
8,0.00019012596749234945,0.0011510330950841308,9.999999747378752e-05,46.62589645385742,0.05061030387878418,0.00022351097140926868,2.1323063265299425e-05,0.00032554386416450143
9,5.564921229961328e-05,0.0011554843513295054,9.999999747378752e-05,46.74077606201172,0.051253557205200195,7.694438681937754e-05,2.56346811511321e-05,6.4368563471362e-05
10,0.00010769067012006417,0.0013521350920200348,9.999999747378752e-05,46.63602066040039,0.05539417266845703,0.0001343968469882384,2.366421540500596e-05,0.00016501094796694815
11,0.00017747584206517786,0.0012743474217131734,9.999999747378752e-05,46.74178695678711,0.05432248115539551,0.00026777791208587587,4.524725954979658e-05,0.00021940235455986112
12,0.00013174922787584364,0.0011795368045568466,9.999999747378752e-05,46.865936279296875,0.05082416534423828,9.002228762255982e-05,7.333416579058394e-05,0.00023189123021438718
13,8.100960258161649e-05,0.0012009601341560483,9.999999747378752e-05,47.20946502685547,0.05333209037780762,3.723311237990856e-05,0.00010072285658679903,0.0001050728460540995
14,9.452354424865916e-05,0.0012063054600730538,9.999999747378752e-05,46.756309509277344,0.05762314796447754,5.577808042289689e-05,0.00013776434934698045,9.002820297610015e-05
15,9.487094212090597e-05,0.0014478013617917895,9.999999747378752e-05,46.81791687011719,0.048963308334350586,0.0001045271783368662,6.054385448805988e-05,0.00011954176443396136
16,4.3787542381323874e-05,0.001147206872701645,9.999999747378752e-05,46.78243637084961,0.04857659339904785,7.46810546843335e-05,2.5639135856181383e-05,3.104244024143554e-05
17,0.00011734908912330866,0.001046629506163299,9.999999747378752e-05,46.69269943237305,0.04740786552429199,0.00012044861796312034,0.00011474503116915002,0.00011685361823765561
18,0.00018267585255671293,0.001133984886109829,9.999999747378752e-05,46.86311340332031,0.05280184745788574,0.00017984457372222096,2.9219645512057468e-05,0.00033896343666128814
19,5.7524270232534036e-05,0.0014746371889486909,9.999999747378752e-05,47.071189880371094,0.044867515563964844,3.4807584597729146e-05,4.139934389968403e-05,9.636588220018893e-05
20,9.475206024944782e-05,0.0009895109105855227,9.999999747378752e-05,46.715938568115234,0.05462980270385742,0.00011010455637006089,0.0001010443374980241,7.310730870813131e-05
21,0.00013018072058912367,0.0013204625574871898,9.999999747378752e-05,46.9373664855957,0.04568028450012207,6.0600599681492895e-05,0.0002113362425006926,0.00011860529775731266
22,0.00010696600656956434,0.0015634013107046485,9.999999747378752e-05,46.796234130859375,0.04768729209899902,0.00016063723887782544,3.924968041246757e-05,0.0001210110931424424
23,0.00012698759383056313,0.0011987864272668958,9.999999747378752e-05,47.02336883544922,0.04646706581115723,0.0001582156983204186,0.00014317058958113194,7.957650814205408e-05
24,5.4911954066483304e-05,0.000999302021227777,9.999999747378752e-05,45.57966995239258,0.05057072639465332,5.976880493108183e-05,5.821698869112879e-05,4.675006857723929e-05
25,2.1793326595798135e-05,0.0009863799205049872,9.999999747378752e-05,44.22117233276367,0.04821491241455078,1.7733287677401677e-05,2.7717571356333792e-05,1.9929120753658935e-05
26,4.345086563262157e-05,0.0010509408311918378,9.999999747378752e-05,44.022804260253906,0.04395890235900879,5.035365393268876e-05,3.7184523534961045e-05,4.2814415792236105e-05
27,5.226107896305621e-05,0.0009454293758608401,9.999999747378752e-05,44.16324234008789,0.040988922119140625,2.9091237593092956e-05,8.738743053982034e-05,4.030456693726592e-05
28,2.360699545533862e-05,0.0010669130133464932,9.999999747378752e-05,44.13334274291992,0.04982781410217285,2.2047175662009977e-05,2.5069697585422546e-05,2.370411493757274e-05
29,4.162212644587271e-05,0.0010152241447940469,9.999999747378752e-05,44.54008102416992,0.0522150993347168,6.368991307681426e-05,5.684744337486336e-06,5.549172783503309e-05
30,6.311095057753846e-05,0.0011800535721704364,9.999999747378752e-05,47.216102600097656,0.047579288482666016,3.9182712498586625e-05,6.404031591955572e-05,8.610983059043065e-05
31,1.1882289982168004e-05,0.0010364027693867683,9.999999747378752e-05,46.93939971923828,0.046950340270996094,1.4259439922170714e-05,1.2493248505052179e-05,8.894181519281119e-06
