epoch,train/loss,val/loss,learning_rate,train/time,val/time,eval/val/centroid_dist_avg,eval/val/centroid_dist_median,eval/val/centroid_dist_p90,eval/val/centroid_dist_p95,eval/val/centroid_dist_max,eval/val/centroid_precision,eval/val/centroid_recall,eval/val/centroid_f1,eval/val/centroid_n_tp,eval/val/centroid_n_fp,eval/val/centroid_n_fn
0,,0.000866340531501919,,,0.8418607711791992,inf,inf,inf,inf,inf,0.0,0.0,0.0,0.0,0.0,6.0
1,0.004910288844257593,0.0008423933759331703,9.999999747378752e-05,145.67025756835938,0.7443838119506836,inf,inf,inf,inf,inf,0.0,0.0,0.0,0.0,0.0,6.0
2,0.0008045391878113151,0.0007402906776405871,9.999999747378752e-05,150.34463500976562,0.7404329776763916,inf,inf,inf,inf,inf,0.0,0.0,0.0,0.0,0.0,6.0
3,0.0007371275569312274,0.0007630616310052574,9.999999747378752e-05,146.91331481933594,0.7807307243347168,inf,inf,inf,inf,inf,0.0,0.0,0.0,0.0,0.0,6.0
4,0.0006835715612396598,0.0006929546943865716,9.999999747378752e-05,152.73974609375,0.8892116546630859,12.0225248336792,11.966453552246094,15.005876541137695,15.193156242370605,15.3804349899292,1.0,0.6666666865348816,0.800000011920929,4.0,0.0,2.0
