epoch,train_loss,val_loss,learning_rate,train_time,val_time
0,,0.006814715918153524,9.999999747378752e-05,,
0,0.0020105650182813406,0.0021980421151965857,9.999999747378752e-05,,
1,0.0016195517964661121,0.002182319527491927,9.999999747378752e-05,71.1419677734375,0.19581174850463867
2,0.0008706616354174912,0.002959971083328128,9.999999747378752e-05,71.10570526123047,0.20695972442626953
3,0.0003990840632468462,0.002612080192193389,9.999999747378752e-05,70.73516845703125,0.20903825759887695
4,0.0006433225353248417,0.002298603532835841,9.999999747378752e-05,71.24485778808594,0.21025371551513672
