epoch,train_loss,val_loss,learning_rate,train_time,val_time,head,torso,tail_base
34,0.00018696184270083904,0.00022860329772811383,9.999999747378752e-05,184.96681213378906,0.6442666053771973,4.164168058196083e-05,0.0002649531525094062,0.0002542907895985991
35,0.00015311953029595315,0.00023825182870496064,9.999999747378752e-05,184.5126190185547,0.6446208953857422,1.0248092621623073e-05,0.00026486412389203906,0.00018424648442305624
36,0.00012346582661848515,0.00022327368787955493,9.999999747378752e-05,184.65277099609375,0.6405632495880127,2.3303744455915876e-05,0.00026468944270163774,8.240427996497601e-05
37,0.00014627209748141468,0.00023381091887131333,9.999999747378752e-05,185.40159606933594,0.6684634685516357,7.549992005806416e-05,0.0002631315728649497,0.00010018481407314539
38,0.00013150063750799745,0.00024654492153786123,9.999999747378752e-05,185.17666625976562,0.654712438583374,1.5554180208710022e-05,0.0002621878811623901,0.00011675985297188163
39,0.00013462445349432528,0.0002309816627530381,9.999999747378752e-05,184.82826232910156,0.6850168704986572,0.0001335003034910187,0.00026067422004416585,9.698813300929032e-06
40,0.00011979393457295373,0.00022771641670260578,9.999999747378752e-05,184.09515380859375,0.6428344249725342,5.560019872064004e-06,0.0002543540031183511,9.946777572622523e-05
41,0.0001111283854697831,0.00023286895884666592,9.999999747378752e-05,184.64622497558594,0.6445462703704834,9.681182746135164e-06,0.00025342919980175793,7.027476385701448e-05
42,0.00011061935219913721,0.00023745198268443346,9.999999747378752e-05,185.9735870361328,0.6673629283905029,5.028288796893321e-06,0.00024751268210820854,7.93170474935323e-05
43,8.4025836258661e-05,0.0002291133423568681,9.999999747378752e-05,184.75083923339844,0.6555802822113037,2.030761788773816e-05,0.0002173944521928206,1.437545051885536e-05
44,0.00010982864478137344,0.00023148837499320507,9.999999747378752e-05,184.59768676757812,0.6777923107147217,3.524145722622052e-05,0.00026554547366686165,2.869899253710173e-05
45,0.00010695419041439891,0.00022918987087905407,9.999999747378752e-05,184.67666625976562,0.6451022624969482,3.313972229079809e-06,0.00024142887559719384,7.611970067955554e-05
46,0.00012552450061775744,0.00023362932552117854,9.999999747378752e-05,184.38528442382812,0.6476571559906006,0.00013358340947888792,0.00023817471810616553,4.815355168830138e-06
